learner_id,learner_name,grade,term,subject,score,assessment_date
L018,Sharon Korir,Grade 8,Term 3,Integrated Science,75.3,2024-11-20
L018,Sharon Korir,Grade 8,Term 3,Health Education,68.81,2024-11-20
L018,Sharon Korir,Grade 8,Term 3,Social Studies,78.6,2024-11-20
L018,Sharon Korir,Grade 8,Term 3,Religious Education,62.05,2024-11-20
L018,Sharon Korir,Grade 8,Term 3,Pre-Technical and Pre-Career Education,83.78,2024-11-20
L018,Sharon Korir,Grade 8,Term 3,Agriculture,73.12,2024-11-20
L018,Sharon Korir,Grade 8,Term 3,Business Studies,62.09,2024-11-20
L018,Sharon Korir,Grade 8,Term 3,Life Skills Education,74.95,2024-11-20
L018,Sharon Korir,Grade 8,Term 3,Sports and Physical Education,69.46,2024-11-20
L018,Sharon Korir,Grade 9,Term 1,English,80.95,2025-04-15
L018,Sharon Korir,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,66.41,2025-04-15
L018,Sharon Korir,Grade 9,Term 1,Mathematics,69.8,2025-04-15
L018,Sharon Korir,Grade 9,Term 1,Integrated Science,76.76,2025-04-15
L018,Sharon Korir,Grade 9,Term 1,Health Education,70.47,2025-04-15
L018,Sharon Korir,Grade 9,Term 1,Social Studies,75.35,2025-04-15
L018,Sharon Korir,Grade 9,Term 1,Religious Education,61.23,2025-04-15
L018,Sharon Korir,Grade 9,Term 1,Pre-Technical and Pre-Career Education,80.1,2025-04-15
L018,Sharon Korir,Grade 9,Term 1,Agriculture,74.96,2025-04-15
L018,Sharon Korir,Grade 9,Term 1,Business Studies,67.37,2025-04-15
L018,Sharon Korir,Grade 9,Term 1,Life Skills Education,72.94,2025-04-15
L018,Sharon Korir,Grade 9,Term 1,Sports and Physical Education,73.8,2025-04-15
L018,Sharon Korir,Grade 9,Term 2,English,72.43,2025-08-15
L018,Sharon Korir,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,69.56,2025-08-15
L018,Sharon Korir,Grade 9,Term 2,Mathematics,77.06,2025-08-15
L018,Sharon Korir,Grade 9,Term 2,Integrated Science,79.67,2025-08-15
L018,Sharon Korir,Grade 9,Term 2,Health Education,70.21,2025-08-15
L018,Sharon Korir,Grade 9,Term 2,Social Studies,80.36,2025-08-15
L018,Sharon Korir,Grade 9,Term 2,Religious Education,62.5,2025-08-15
L018,Sharon Korir,Grade 9,Term 2,Pre-Technical and Pre-Career Education,84.48,2025-08-15
L018,Sharon Korir,Grade 9,Term 2,Agriculture,76.12,2025-08-15
L018,Sharon Korir,Grade 9,Term 2,Business Studies,62.39,2025-08-15
L018,Sharon Korir,Grade 9,Term 2,Life Skills Education,67.0,2025-08-15
L018,Sharon Korir,Grade 9,Term 2,Sports and Physical Education,66.98,2025-08-15
L018,Sharon Korir,Grade 9,Term 3,English,73.61,2025-11-20
L018,Sharon Korir,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,66.58,2025-11-20
L018,Sharon Korir,Grade 9,Term 3,Mathematics,71.17,2025-11-20
L018,Sharon Korir,Grade 9,Term 3,Integrated Science,74.67,2025-11-20
L018,Sharon Korir,Grade 9,Term 3,Health Education,72.38,2025-11-20
L018,Sharon Korir,Grade 9,Term 3,Social Studies,73.14,2025-11-20
L018,Sharon Korir,Grade 9,Term 3,Religious Education,69.95,2025-11-20
L018,Sharon Korir,Grade 9,Term 3,Pre-Technical and Pre-Career Education,86.3,2025-11-20
L018,Sharon Korir,Grade 9,Term 3,Agriculture,73.74,2025-11-20
L018,Sharon Korir,Grade 9,Term 3,Business Studies,67.02,2025-11-20
L018,Sharon Korir,Grade 9,Term 3,Life Skills Education,68.82,2025-11-20
L018,Sharon Korir,Grade 9,Term 3,Sports and Physical Education,65.25,2025-11-20
L019,Mary Koech,Grade 7,Term 1,English,85.82,2023-04-15
L019,Mary Koech,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,86.67,2023-04-15
L019,Mary Koech,Grade 7,Term 1,Mathematics,80.53,2023-04-15
L019,Mary Koech,Grade 7,Term 1,Integrated Science,86.08,2023-04-15
L019,Mary Koech,Grade 7,Term 1,Health Education,83.65,2023-04-15
L019,Mary Koech,Grade 7,Term 1,Social Studies,82.66,2023-04-15
L019,Mary Koech,Grade 7,Term 1,Religious Education,80.02,2023-04-15
L019,Mary Koech,Grade 7,Term 1,Pre-Technical and Pre-Career Education,74.23,2023-04-15
L019,Mary Koech,Grade 7,Term 1,Agriculture,79.89,2023-04-15
L019,Mary Koech,Grade 7,Term 1,Business Studies,81.35,2023-04-15
L019,Mary Koech,Grade 7,Term 1,Life Skills Education,68.98,2023-04-15
L019,Mary Koech,Grade 7,Term 1,Sports and Physical Education,75.99,2023-04-15
L019,Mary Koech,Grade 7,Term 2,English,81.95,2023-08-15
L019,Mary Koech,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,82.23,2023-08-15
L019,Mary Koech,Grade 7,Term 2,Mathematics,85.1,2023-08-15
L019,Mary Koech,Grade 7,Term 2,Integrated Science,84.77,2023-08-15
L019,Mary Koech,Grade 7,Term 2,Health Education,88.97,2023-08-15
L019,Mary Koech,Grade 7,Term 2,Social Studies,81.61,2023-08-15
L019,Mary Koech,Grade 7,Term 2,Religious Education,85.35,2023-08-15
L019,Mary Koech,Grade 7,Term 2,Pre-Technical and Pre-Career Education,75.15,2023-08-15
L019,Mary Koech,Grade 7,Term 2,Agriculture,74.34,2023-08-15
L019,Mary Koech,Grade 7,Term 2,Business Studies,84.86,2023-08-15
L019,Mary Koech,Grade 7,Term 2,Life Skills Education,76.93,2023-08-15
L019,Mary Koech,Grade 7,Term 2,Sports and Physical Education,78.75,2023-08-15
L019,Mary Koech,Grade 7,Term 3,English,80.16,2023-11-20
L019,Mary Koech,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,81.93,2023-11-20
L019,Mary Koech,Grade 7,Term 3,Mathematics,84.84,2023-11-20
L019,Mary Koech,Grade 7,Term 3,Integrated Science,81.67,2023-11-20
L019,Mary Koech,Grade 7,Term 3,Health Education,85.96,2023-11-20
L019,Mary Koech,Grade 7,Term 3,Social Studies,84.61,2023-11-20
L019,Mary Koech,Grade 7,Term 3,Religious Education,86.44,2023-11-20
L019,Mary Koech,Grade 7,Term 3,Pre-Technical and Pre-Career Education,71.38,2023-11-20
L019,Mary Koech,Grade 7,Term 3,Agriculture,82.25,2023-11-20
L019,Mary Koech,Grade 7,Term 3,Business Studies,82.71,2023-11-20
L019,Mary Koech,Grade 7,Term 3,Life Skills Education,72.54,2023-11-20
L019,Mary Koech,Grade 7,Term 3,Sports and Physical Education,75.77,2023-11-20
L019,Mary Koech,Grade 8,Term 1,English,86.01,2024-04-15
L019,Mary Koech,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,84.26,2024-04-15
L019,Mary Koech,Grade 8,Term 1,Mathematics,84.14,2024-04-15
L019,Mary Koech,Grade 8,Term 1,Integrated Science,88.0,2024-04-15
L019,Mary Koech,Grade 8,Term 1,Health Education,82.9,2024-04-15
L019,Mary Koech,Grade 8,Term 1,Social Studies,86.8,2024-04-15
L019,Mary Koech,Grade 8,Term 1,Religious Education,83.88,2024-04-15
L019,Mary Koech,Grade 8,Term 1,Pre-Technical and Pre-Career Education,77.81,2024-04-15
L019,Mary Koech,Grade 8,Term 1,Agriculture,72.5,2024-04-15
L019,Mary Koech,Grade 8,Term 1,Business Studies,86.1,2024-04-15
L019,Mary Koech,Grade 8,Term 1,Life Skills Education,75.56,2024-04-15
L019,Mary Koech,Grade 8,Term 1,Sports and Physical Education,74.31,2024-04-15
L019,Mary Koech,Grade 8,Term 2,English,83.22,2024-08-15
L019,Mary Koech,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,77.35,2024-08-15
L019,Mary Koech,Grade 8,Term 2,Mathematics,89.25,2024-08-15
L019,Mary Koech,Grade 8,Term 2,Integrated Science,87.04,2024-08-15
L019,Mary Koech,Grade 8,Term 2,Health Education,83.57,2024-08-15
L019,Mary Koech,Grade 8,Term 2,Social Studies,85.44,2024-08-15
L019,Mary Koech,Grade 8,Term 2,Religious Education,88.8,2024-08-15
L019,Mary Koech,Grade 8,Term 2,Pre-Technical and Pre-Career Education,75.76,2024-08-15
L019,Mary Koech,Grade 8,Term 2,Agriculture,71.9,2024-08-15
L019,Mary Koech,Grade 8,Term 2,Business Studies,80.7,2024-08-15
L019,Mary Koech,Grade 8,Term 2,Life Skills Education,74.15,2024-08-15
L019,Mary Koech,Grade 8,Term 2,Sports and Physical Education,76.32,2024-08-15
L019,Mary Koech,Grade 8,Term 3,English,82.72,2024-11-20
L019,Mary Koech,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,83.4,2024-11-20
L019,Mary Koech,Grade 8,Term 3,Mathematics,83.62,2024-11-20
L019,Mary Koech,Grade 8,Term 3,Integrated Science,84.18,2024-11-20
L019,Mary Koech,Grade 8,Term 3,Health Education,87.9,2024-11-20
L019,Mary Koech,Grade 8,Term 3,Social Studies,83.84,2024-11-20
L019,Mary Koech,Grade 8,Term 3,Religious Education,83.88,2024-11-20
L019,Mary Koech,Grade 8,Term 3,Pre-Technical and Pre-Career Education,75.05,2024-11-20
L019,Mary Koech,Grade 8,Term 3,Agriculture,72.27,2024-11-20
L019,Mary Koech,Grade 8,Term 3,Business Studies,79.21,2024-11-20
L019,Mary Koech,Grade 8,Term 3,Life Skills Education,73.31,2024-11-20
L019,Mary Koech,Grade 8,Term 3,Sports and Physical Education,81.4,2024-11-20
L019,Mary Koech,Grade 9,Term 1,English,77.83,2025-04-15
L019,Mary Koech,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,87.63,2025-04-15
L019,Mary Koech,Grade 9,Term 1,Mathematics,80.55,2025-04-15
L019,Mary Koech,Grade 9,Term 1,Integrated Science,83.6,2025-04-15
L019,Mary Koech,Grade 9,Term 1,Health Education,84.65,2025-04-15
L019,Mary Koech,Grade 9,Term 1,Social Studies,79.85,2025-04-15
L019,Mary Koech,Grade 9,Term 1,Religious Education,83.9,2025-04-15
L019,Mary Koech,Grade 9,Term 1,Pre-Technical and Pre-Career Education,76.73,2025-04-15
L019,Mary Koech,Grade 9,Term 1,Agriculture,77.04,2025-04-15
L019,Mary Koech,Grade 9,Term 1,Business Studies,85.92,2025-04-15
L019,Mary Koech,Grade 9,Term 1,Life Skills Education,72.44,2025-04-15
L019,Mary Koech,Grade 9,Term 1,Sports and Physical Education,74.34,2025-04-15
L019,Mary Koech,Grade 9,Term 2,English,85.69,2025-08-15
L019,Mary Koech,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,78.76,2025-08-15
L019,Mary Koech,Grade 9,Term 2,Mathematics,88.61,2025-08-15
L019,Mary Koech,Grade 9,Term 2,Integrated Science,87.58,2025-08-15
L019,Mary Koech,Grade 9,Term 2,Health Education,87.32,2025-08-15
L019,Mary Koech,Grade 9,Term 2,Social Studies,79.59,2025-08-15
L019,Mary Koech,Grade 9,Term 2,Religious Education,89.61,2025-08-15
L019,Mary Koech,Grade 9,Term 2,Pre-Technical and Pre-Career Education,74.4,2025-08-15
L019,Mary Koech,Grade 9,Term 2,Agriculture,74.36,2025-08-15
L019,Mary Koech,Grade 9,Term 2,Business Studies,80.23,2025-08-15
L019,Mary Koech,Grade 9,Term 2,Life Skills Education,75.29,2025-08-15
L019,Mary Koech,Grade 9,Term 2,Sports and Physical Education,81.78,2025-08-15
L019,Mary Koech,Grade 9,Term 3,English,79.56,2025-11-20
L019,Mary Koech,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,82.16,2025-11-20
L019,Mary Koech,Grade 9,Term 3,Mathematics,81.58,2025-11-20
L019,Mary Koech,Grade 9,Term 3,Integrated Science,87.79,2025-11-20
L019,Mary Koech,Grade 9,Term 3,Health Education,84.86,2025-11-20
L019,Mary Koech,Grade 9,Term 3,Social Studies,78.31,2025-11-20
L019,Mary Koech,Grade 9,Term 3,Religious Education,85.75,2025-11-20
L019,Mary Koech,Grade 9,Term 3,Pre-Technical and Pre-Career Education,74.12,2025-11-20
L019,Mary Koech,Grade 9,Term 3,Agriculture,79.17,2025-11-20
L019,Mary Koech,Grade 9,Term 3,Business Studies,82.95,2025-11-20
L019,Mary Koech,Grade 9,Term 3,Life Skills Education,77.09,2025-11-20
L019,Mary Koech,Grade 9,Term 3,Sports and Physical Education,73.71,2025-11-20
L020,Joy Odinga,Grade 7,Term 1,English,69.31,2023-04-15
L020,Joy Odinga,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,83.33,2023-04-15
L020,Joy Odinga,Grade 7,Term 1,Mathematics,72.6,2023-04-15
L020,Joy Odinga,Grade 7,Term 1,Integrated Science,78.52,2023-04-15
L020,Joy Odinga,Grade 7,Term 1,Health Education,78.92,2023-04-15
L020,Joy Odinga,Grade 7,Term 1,Social Studies,69.98,2023-04-15
L020,Joy Odinga,Grade 7,Term 1,Religious Education,79.27,2023-04-15
L020,Joy Odinga,Grade 7,Term 1,Pre-Technical and Pre-Career Education,69.08,2023-04-15
L020,Joy Odinga,Grade 7,Term 1,Agriculture,70.95,2023-04-15
L020,Joy Odinga,Grade 7,Term 1,Business Studies,69.92,2023-04-15
L020,Joy Odinga,Grade 7,Term 1,Life Skills Education,74.96,2023-04-15
L020,Joy Odinga,Grade 7,Term 1,Sports and Physical Education,75.42,2023-04-15
L020,Joy Odinga,Grade 7,Term 2,English,72.77,2023-08-15
L020,Joy Odinga,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,79.32,2023-08-15
L020,Joy Odinga,Grade 7,Term 2,Mathematics,70.08,2023-08-15
L020,Joy Odinga,Grade 7,Term 2,Integrated Science,70.73,2023-08-15
L020,Joy Odinga,Grade 7,Term 2,Health Education,75.02,2023-08-15
L020,Joy Odinga,Grade 7,Term 2,Social Studies,68.43,2023-08-15
L020,Joy Odinga,Grade 7,Term 2,Religious Education,79.2,2023-08-15
L020,Joy Odinga,Grade 7,Term 2,Pre-Technical and Pre-Career Education,75.47,2023-08-15
L020,Joy Odinga,Grade 7,Term 2,Agriculture,76.28,2023-08-15
L020,Joy Odinga,Grade 7,Term 2,Business Studies,79.33,2023-08-15
L020,Joy Odinga,Grade 7,Term 2,Life Skills Education,77.37,2023-08-15
L020,Joy Odinga,Grade 7,Term 2,Sports and Physical Education,78.43,2023-08-15
L020,Joy Odinga,Grade 7,Term 3,English,66.35,2023-11-20
L020,Joy Odinga,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,76.83,2023-11-20
L020,Joy Odinga,Grade 7,Term 3,Mathematics,70.11,2023-11-20
L020,Joy Odinga,Grade 7,Term 3,Integrated Science,69.45,2023-11-20
L020,Joy Odinga,Grade 7,Term 3,Health Education,74.39,2023-11-20
L020,Joy Odinga,Grade 7,Term 3,Social Studies,66.16,2023-11-20
L020,Joy Odinga,Grade 7,Term 3,Religious Education,73.4,2023-11-20
L020,Joy Odinga,Grade 7,Term 3,Pre-Technical and Pre-Career Education,76.51,2023-11-20
L020,Joy Odinga,Grade 7,Term 3,Agriculture,79.48,2023-11-20
L020,Joy Odinga,Grade 7,Term 3,Business Studies,73.59,2023-11-20
L020,Joy Odinga,Grade 7,Term 3,Life Skills Education,76.37,2023-11-20
L020,Joy Odinga,Grade 7,Term 3,Sports and Physical Education,80.21,2023-11-20
L020,Joy Odinga,Grade 8,Term 1,English,69.05,2024-04-15
L020,Joy Odinga,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,82.29,2024-04-15
L020,Joy Odinga,Grade 8,Term 1,Mathematics,70.2,2024-04-15
L020,Joy Odinga,Grade 8,Term 1,Integrated Science,69.42,2024-04-15
L020,Joy Odinga,Grade 8,Term 1,Health Education,70.42,2024-04-15
L020,Joy Odinga,Grade 8,Term 1,Social Studies,74.1,2024-04-15
L020,Joy Odinga,Grade 8,Term 1,Religious Education,74.81,2024-04-15
L020,Joy Odinga,Grade 8,Term 1,Pre-Technical and Pre-Career Education,70.26,2024-04-15
L020,Joy Odinga,Grade 8,Term 1,Agriculture,74.49,2024-04-15
L020,Joy Odinga,Grade 8,Term 1,Business Studies,69.58,2024-04-15
L020,Joy Odinga,Grade 8,Term 1,Life Skills Education,75.62,2024-04-15
L020,Joy Odinga,Grade 8,Term 1,Sports and Physical Education,80.48,2024-04-15
L020,Joy Odinga,Grade 8,Term 2,English,72.56,2024-08-15
L020,Joy Odinga,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,78.77,2024-08-15
L020,Joy Odinga,Grade 8,Term 2,Mathematics,65.74,2024-08-15
L020,Joy Odinga,Grade 8,Term 2,Integrated Science,69.41,2024-08-15
L020,Joy Odinga,Grade 8,Term 2,Health Education,78.26,2024-08-15
L020,Joy Odinga,Grade 8,Term 2,Social Studies,74.46,2024-08-15
L020,Joy Odinga,Grade 8,Term 2,Religious Education,75.32,2024-08-15
L020,Joy Odinga,Grade 8,Term 2,Pre-Technical and Pre-Career Education,75.99,2024-08-15
L020,Joy Odinga,Grade 8,Term 2,Agriculture,68.73,2024-08-15
L020,Joy Odinga,Grade 8,Term 2,Business Studies,75.35,2024-08-15
L020,Joy Odinga,Grade 8,Term 2,Life Skills Education,76.26,2024-08-15
L020,Joy Odinga,Grade 8,Term 2,Sports and Physical Education,82.83,2024-08-15
L020,Joy Odinga,Grade 8,Term 3,English,64.93,2024-11-20
L020,Joy Odinga,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,81.52,2024-11-20
L020,Joy Odinga,Grade 8,Term 3,Mathematics,72.44,2024-11-20
L020,Joy Odinga,Grade 8,Term 3,Integrated Science,71.07,2024-11-20
L020,Joy Odinga,Grade 8,Term 3,Health Education,80.37,2024-11-20
L020,Joy Odinga,Grade 8,Term 3,Social Studies,70.02,2024-11-20
L020,Joy Odinga,Grade 8,Term 3,Religious Education,74.81,2024-11-20
L020,Joy Odinga,Grade 8,Term 3,Pre-Technical and Pre-Career Education,75.62,2024-11-20
L020,Joy Odinga,Grade 8,Term 3,Agriculture,72.8,2024-11-20
L020,Joy Odinga,Grade 8,Term 3,Business Studies,78.07,2024-11-20
L020,Joy Odinga,Grade 8,Term 3,Life Skills Education,78.45,2024-11-20
L020,Joy Odinga,Grade 8,Term 3,Sports and Physical Education,74.18,2024-11-20
L020,Joy Odinga,Grade 9,Term 1,English,72.38,2025-04-15
L020,Joy Odinga,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,78.53,2025-04-15
L020,Joy Odinga,Grade 9,Term 1,Mathematics,67.7,2025-04-15
L020,Joy Odinga,Grade 9,Term 1,Integrated Science,75.26,2025-04-15
L020,Joy Odinga,Grade 9,Term 1,Health Education,75.98,2025-04-15
L020,Joy Odinga,Grade 9,Term 1,Social Studies,66.58,2025-04-15
L020,Joy Odinga,Grade 9,Term 1,Religious Education,72.2,2025-04-15
L020,Joy Odinga,Grade 9,Term 1,Pre-Technical and Pre-Career Education,68.61,2025-04-15
L020,Joy Odinga,Grade 9,Term 1,Agriculture,69.95,2025-04-15
L020,Joy Odinga,Grade 9,Term 1,Business Studies,67.5,2025-04-15
L020,Joy Odinga,Grade 9,Term 1,Life Skills Education,73.44,2025-04-15
L020,Joy Odinga,Grade 9,Term 1,Sports and Physical Education,74.3,2025-04-15
L020,Joy Odinga,Grade 9,Term 2,English,69.06,2025-08-15
L020,Joy Odinga,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,75.3,2025-08-15
L020,Joy Odinga,Grade 9,Term 2,Mathematics,71.26,2025-08-15
L020,Joy Odinga,Grade 9,Term 2,Integrated Science,70.27,2025-08-15
L020,Joy Odinga,Grade 9,Term 2,Health Education,71.6,2025-08-15
L020,Joy Odinga,Grade 9,Term 2,Social Studies,73.86,2025-08-15
L020,Joy Odinga,Grade 9,Term 2,Religious Education,81.21,2025-08-15
L020,Joy Odinga,Grade 9,Term 2,Pre-Technical and Pre-Career Education,73.5,2025-08-15
L020,Joy Odinga,Grade 9,Term 2,Agriculture,68.41,2025-08-15
L020,Joy Odinga,Grade 9,Term 2,Business Studies,77.14,2025-08-15
L020,Joy Odinga,Grade 9,Term 2,Life Skills Education,77.89,2025-08-15
L020,Joy Odinga,Grade 9,Term 2,Sports and Physical Education,80.95,2025-08-15
L020,Joy Odinga,Grade 9,Term 3,English,73.71,2025-11-20
L020,Joy Odinga,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,80.95,2025-11-20
L020,Joy Odinga,Grade 9,Term 3,Mathematics,64.59,2025-11-20
L020,Joy Odinga,Grade 9,Term 3,Integrated Science,76.25,2025-11-20
L020,Joy Odinga,Grade 9,Term 3,Health Education,71.05,2025-11-20
L020,Joy Odinga,Grade 9,Term 3,Social Studies,71.92,2025-11-20
L020,Joy Odinga,Grade 9,Term 3,Religious Education,79.17,2025-11-20
L020,Joy Odinga,Grade 9,Term 3,Pre-Technical and Pre-Career Education,74.1,2025-11-20
L020,Joy Odinga,Grade 9,Term 3,Agriculture,74.5,2025-11-20
L020,Joy Odinga,Grade 9,Term 3,Business Studies,71.63,2025-11-20
L020,Joy Odinga,Grade 9,Term 3,Life Skills Education,75.26,2025-11-20
L020,Joy Odinga,Grade 9,Term 3,Sports and Physical Education,73.44,2025-11-20
L021,Jessica Wanyama,Grade 7,Term 1,English,74.28,2023-04-15
L021,Jessica Wanyama,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,69.57,2023-04-15
L021,Jessica Wanyama,Grade 7,Term 1,Mathematics,63.06,2023-04-15
L021,Jessica Wanyama,Grade 7,Term 1,Integrated Science,68.2,2023-04-15
L021,Jessica Wanyama,Grade 7,Term 1,Health Education,66.24,2023-04-15
L021,Jessica Wanyama,Grade 7,Term 1,Social Studies,68.96,2023-04-15
L021,Jessica Wanyama,Grade 7,Term 1,Religious Education,68.06,2023-04-15
L021,Jessica Wanyama,Grade 7,Term 1,Pre-Technical and Pre-Career Education,63.74,2023-04-15
L021,Jessica Wanyama,Grade 7,Term 1,Agriculture,61.93,2023-04-15
L021,Jessica Wanyama,Grade 7,Term 1,Business Studies,64.18,2023-04-15
L021,Jessica Wanyama,Grade 7,Term 1,Life Skills Education,61.74,2023-04-15
L021,Jessica Wanyama,Grade 7,Term 1,Sports and Physical Education,55.24,2023-04-15
L021,Jessica Wanyama,Grade 7,Term 2,English,64.68,2023-08-15
L021,Jessica Wanyama,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,71.62,2023-08-15
L021,Jessica Wanyama,Grade 7,Term 2,Mathematics,63.76,2023-08-15
L021,Jessica Wanyama,Grade 7,Term 2,Integrated Science,68.4,2023-08-15
L021,Jessica Wanyama,Grade 7,Term 2,Health Education,65.59,2023-08-15
L021,Jessica Wanyama,Grade 7,Term 2,Social Studies,64.74,2023-08-15
L021,Jessica Wanyama,Grade 7,Term 2,Religious Education,63.98,2023-08-15
L021,Jessica Wanyama,Grade 7,Term 2,Pre-Technical and Pre-Career Education,63.59,2023-08-15
L021,Jessica Wanyama,Grade 7,Term 2,Agriculture,56.38,2023-08-15
L021,Jessica Wanyama,Grade 7,Term 2,Business Studies,70.56,2023-08-15
L021,Jessica Wanyama,Grade 7,Term 2,Life Skills Education,60.09,2023-08-15
L021,Jessica Wanyama,Grade 7,Term 2,Sports and Physical Education,53.98,2023-08-15
L021,Jessica Wanyama,Grade 7,Term 3,English,73.81,2023-11-20
L021,Jessica Wanyama,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,66.62,2023-11-20
L021,Jessica Wanyama,Grade 7,Term 3,Mathematics,65.74,2023-11-20
L021,Jessica Wanyama,Grade 7,Term 3,Integrated Science,68.27,2023-11-20
L021,Jessica Wanyama,Grade 7,Term 3,Health Education,66.63,2023-11-20
L021,Jessica Wanyama,Grade 7,Term 3,Social Studies,67.21,2023-11-20
L021,Jessica Wanyama,Grade 7,Term 3,Religious Education,66.39,2023-11-20
L021,Jessica Wanyama,Grade 7,Term 3,Pre-Technical and Pre-Career Education,63.75,2023-11-20
L021,Jessica Wanyama,Grade 7,Term 3,Agriculture,56.94,2023-11-20
L021,Jessica Wanyama,Grade 7,Term 3,Business Studies,64.01,2023-11-20
L021,Jessica Wanyama,Grade 7,Term 3,Life Skills Education,58.98,2023-11-20
L021,Jessica Wanyama,Grade 7,Term 3,Sports and Physical Education,56.0,2023-11-20
L021,Jessica Wanyama,Grade 8,Term 1,English,69.69,2024-04-15
L021,Jessica Wanyama,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,62.14,2024-04-15
L021,Jessica Wanyama,Grade 8,Term 1,Mathematics,61.37,2024-04-15
L021,Jessica Wanyama,Grade 8,Term 1,Integrated Science,65.97,2024-04-15
L021,Jessica Wanyama,Grade 8,Term 1,Health Education,64.95,2024-04-15
L021,Jessica Wanyama,Grade 8,Term 1,Social Studies,68.27,2024-04-15
L021,Jessica Wanyama,Grade 8,Term 1,Religious Education,57.46,2024-04-15
L021,Jessica Wanyama,Grade 8,Term 1,Pre-Technical and Pre-Career Education,54.88,2024-04-15
L021,Jessica Wanyama,Grade 8,Term 1,Agriculture,57.98,2024-04-15
L021,Jessica Wanyama,Grade 8,Term 1,Business Studies,60.6,2024-04-15
L021,Jessica Wanyama,Grade 8,Term 1,Life Skills Education,64.33,2024-04-15
L021,Jessica Wanyama,Grade 8,Term 1,Sports and Physical Education,54.13,2024-04-15
L021,Jessica Wanyama,Grade 8,Term 2,English,67.11,2024-08-15
L021,Jessica Wanyama,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,61.33,2024-08-15
L021,Jessica Wanyama,Grade 8,Term 2,Mathematics,57.97,2024-08-15
